text,label
@mattmosley: This is the shakiest 14-point lead in history of college football.” lol ,fear
 Thank you . ,neutral
There was a trace of exasperation in his voice as he said : ` I 've told my promoter Dan Duva that I want to fight all those contenders that the people want me to fight . ,anger
When I heard that I was not to be provided with another pair of medical uniform.,anger
"I was to meet a girl in a discotheque.  She was very pretty and I was very happy.  But she did not turn up.  Thank God, there were some other friends there and I was able to have a more or less good time.",sadness
" That ’ s a good idea . You should do the same with some music . You might find something you like . Classical music might make you clever , but dance might make you livelier and happier . ",joy
"` Can I help you ? "" she asked , trying not to let him see the amusement in her blue eyes . ",joy
"I felt joyful when my boyfriend met me at the station, while at first he had said that he would not do that.",joy
Once a friend had pushed me and I had fallen on to a window which then broke.  I was taken to tthe principal's office and he accused me of having broken the window.,anger
"While swimming, I hit my head at the bottom of the pool and required stitches. I later learned that the consequences could have been much more severe and that terrified me.",fear
 Mom ? ,neutral
"At the weekend I wanted to be absent from school because of a sports event, but my teacher refused to give me the day off because he didn't like me.",anger
" I'm sorry , but this was on sale , so I can only give you store credit . ",sadness
Saw my unfair report.,anger
 Yes . How about you ? ,joy
When I was treated improperly by someone.,fear
@johnnorlin  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
 How come ? ,neutral
 Never . ,neutral
" Oh , yes . Beautiful . ",joy
 Rather . I'm afraid I didn't do very well . ,sadness
I tried to show pleasure at their decision and at the same time annoyance that our contract simply wouldn't permit it . ,anger
When I crashed my car and it had to be scrapped then.  It was my fault and I feel depressed as I miss the car.,sadness
 I see . ,neutral
F.E.A.R. - False Evidence Appearing Real.  #quotes #quote #kktny #ff #follow #kardashians #kardashians #kuwtk,fear
"After watching the 49ers lose game after game, year after year, I was finally rewarded with a Super Bowl victory which made me extremely happy.",joy
"When my brother went to shoot wild ducks, I feared that the boat would overturn and he would drown or that the gun would accidentally go off.",fear
"Jack was mad and even madder with the American scandal magazine the National Enquirer , too , although that was nothing new . ",anger
 It doesn't look good at all . ,anger
 That sounds like fun . But where can I get clothes that old ? ,joy
I had taken the responsibility to do something and I had prepared for it.  However I failed because of my timidity.  After three attempts I still could not adapt to the atmosphere and failed as before.  I felt imcompetent and felt that the others would think that I had not prepared for it.,sadness
 I'm studying medicine . ,joy
Ouch ! I'm hurt . ,anger
" Not bad.Thank you for your help . I am always busy with this job , I feel a bit tired . ",neutral
"Perhaps elated behaviour has evolved in connection with a rise in the hierarchy , depressive behaviour with a fall . ",joy
 I've never given a speech in front of a thousand people before . ,joy
I received the mid-term exam paper of one of my major subjects and I found that I had failed it.,sadness
When I got divorced from my husband after ten years of marriage.,sadness
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ",neutral
"I was on holidays, and I was going to meet a friend whom I had not seen for six months.  Again I felt very happy.",joy
She in turn had been drawn to him at the time when she was miserable about Jean-Pierre . ,sadness
When I was selected at TISS X.,joy
His two thumbs rotated about one another as they always did when he was agitated and looking for a way to strike . ,fear
 And why are you yarning now ? Are you bored ? ,anger
"Being subject to unfair treatment in a working group, someone \bending the rules\"" was protected by the boss. This resulted in more work for the others.""",anger
A friend of mine travelled very far. I miss her but feel joy too because fer life is taking the right direction as she wants. So I feel joy for her mainly.,joy
When my boyfriend and I went out for a dinner and subsequently went to his family. We had a very nice evening.,joy
 No problem . ,neutral
"I gave tutorial to a student and I found that he was lazy, he did not pay attention to what I taught.  He did some easy questions wrong deliberately.",anger
The inability to read a book at college.,sadness
I think its funny @ThatBoyDMcKee will call me bout the lakers but wont answer when we tryna hoop hmm ,fear
 Thank you . ,neutral
I really like the record you lent me the other day . ,anger
"As Michael Codron told me : ` Ken remained very loyal to it , even though he was miserable about it . ",sadness
When I was successful at my work I was full of joy.,joy
"When my mother went through an operation, it was not very serious but I was sad and could not sleep before the operation.",sadness
 Always . ,joy
"I remember you, this feeling isn't new.& please don't be scared of me. ",fear
When my brother was held up and robbed.,anger
"A friend of mine came to visit and stayed with my roommate and me. My roommate and she became good friends. After she left, he didn't talk too highly of her.",anger
The day I was happiest was the day when I received a phone call from Eve's Weekly to inform me that I had won the first prize of the All India Essay competition.  I had won this prize when I was an under-graduate when even post graduates had participated.  I had been judged by eminent judges and political scientists.,joy
